,F,snowSpeed,Q_cmb,Qs,Qs_slurry,Qs_oc,Ql,Qg,Qg_oc,Qg_slurry,cooling_rate_out,cmb_temp,a_core,state
0,5.623575653185635,3.498594130188401e-12,10417075178118.61,4845569593637.635,1845418259045.9521,3000151334591.6826,3124820620989.801,2446684963491.174,2416923843526.927,29761119964.247055,-2.007874683725496e-15,4106.1169260401975,50.720000000000006,0
