,n,layerThickness,thermalConductivity,icb_heatflux,csb_heatflux,oxygen_bulk,siliconSulphur_bulk,selfdiffusionCoefficient,sedimentationConstant
0,100,150000.0,100.0,2.5,5,8,8,9.8e-09,0.01
