z,temp,oxygen,solidflux,phi,density,temp_grad,xi_grad,j_grad,temp_fluc,xi_fluc,phi_fluc,density_fluc
1222977.740366629,-5081.121566381364,-19295.222282502134,-3.12123606261503e-07,0.004984294851935539,255242348.22031155,-0.0013536171364512315,1.064491288729925e-07,5.10809846108392e-13,1284.4058952677008,256507409.90475193,-1278503.9748666193,255230190.33578056
1222996.4459408903,-5081.146901381439,-19295.2222272598,-3.1210867329000466e-07,0.004984116049444877,255242393.34838173,-0.0013552442569224523,1.0653954701039659e-07,5.107777596754195e-13,1284.408957074521,256507409.17037067,-1278458.1072071928,255230235.47212055
1223015.1515151516,-5081.172255926301,-19295.222206389826,-3.1210864661083756e-07,0.004984080071936281,255242402.29558152,-0.0013559829970617322,1.0658030131562187e-07,5.107700534879274e-13,1284.4120212433838,256507408.89292914,-1278448.877359999,255230244.4275904
1223033.8570894126,-5081.197630391839,-19295.222184352657,-3.1210690929442904e-07,0.004984027704840308,255242415.43137982,-0.001356770311477861,1.0662376941286133e-07,5.10759550072751e-13,1284.4150878197174,256507408.59997115,-1278435.4433999904,255230257.57165897
1223052.5626636741,-5081.223025177469,-19295.22212700181,-3.1208881164861353e-07,0.004983818583119407,255242468.30864486,-0.0013584874480754958,1.0671921283687054e-07,5.107222907217099e-13,1284.4181568517915,256507407.8375597,-1278381.7985220465,255230310.4571945
1223071.2682379351,-5081.248440688504,-19295.22210504949,-3.120870964065437e-07,0.004983766430037774,255242481.3906739,-0.0013592744353853243,1.0676265891397553e-07,5.107118245697291e-13,1284.42122838859,256507407.5457297,-1278368.419463858,255230323.54749423
1223089.9738121962,-5081.273877391552,-19295.222081189815,-3.120824957622431e-07,0.004983686631450741,255242501.53872696,-0.0013601359611641103,1.0681026996416319e-07,5.106966403426102e-13,1284.4243024865036,256507407.2285436,-1278347.949027867,255230343.70381823
1223108.6793864572,-5081.299336009648,-19295.22202035932,-3.120590517347223e-07,0.004983426284463744,255242567.50958428,-0.0013619913271876853,1.0691343312899143e-07,5.106506411103698e-13,1284.427379232913,256507406.4198744,-1278281.1643069463,255230409.68294668
1223127.3849607185,-5081.324817332712,-19295.221996590393,-3.1205447321299826e-07,0.004983346700152955,255242587.60387927,-0.0013628525144067372,1.0696102118002589e-07,5.106354945715011e-13,1284.4304587232823,256507406.10389474,-1278260.7488404114,255230429.78551304
1223146.0905349795,-5081.3503220933235,-19295.22197099091,-3.120467572500853e-07,0.004983237054881073,255242615.38479453,-0.0013637901188564342,1.0701287892802628e-07,5.106152181957512e-13,1284.433541046146,256507405.76358002,-1278232.6224211839,255230457.5746999
1223164.7961092407,-5081.375850782446,-19295.221906827654,-3.1201749877535547e-07,0.004982920993041703,255242695.60279545,-0.0013657871961722705,1.0712395558882166e-07,5.105597148215138e-13,1284.4366262608382,256507404.91060567,-1278151.546259322,255230537.8009726
1223183.5016835018,-5081.40140382758,-19295.221881324953,-3.120098049994521e-07,0.004982811561792169,255242723.33009788,-0.0013667244502890195,1.0717578933002084e-07,5.105394766160618e-13,1284.4397144190239,256507404.57157755,-1278123.474744901,255230565.53654706
1223202.207257763,-5081.42698166345,-19295.22185473142,-3.119997079459746e-07,0.0049826791031652665,255242756.9496455,-0.0013677180069413869,1.0723076818197785e-07,5.105153094243574e-13,1284.4428055732403,256507404.21804807,-1278089.496486699,255230599.16436693
1223220.912832024,-5081.452584754143,-19295.22178861289,-3.1196599848059156e-07,0.00498232038448756,255242848.08354586,-0.0013698194333362172,1.0734766917631746e-07,5.104525324693249e-13,1284.4458997795741,256507403.33908072,-1277997.4784407222,255230690.30653977
1223239.618406285,-5081.478213571193,-19295.221762120585,-3.1195592367385264e-07,0.004982188139331641,255242881.64968124,-0.001370812630938438,1.074026232722429e-07,5.104284038331879e-13,1284.448997095011,256507402.986897,-1277963.554946253,255230723.88094783
1223258.323980546,-5081.503868658474,-19295.221733778882,-3.1194173684555156e-07,0.004982016491263309,255242925.29845887,-0.0013718933190481348,1.0746246547224538e-07,5.103975526554732e-13,1284.4520975852804,256507402.6101277,-1277919.5242269405,255230767.53799835
1223277.0295548076,-5081.529550867834,-19295.221664300363,-3.1190040303387455e-07,0.004981584697516863,255243035.13215116,-0.0013741570081207178,1.0758842708496964e-07,5.103223145943702e-13,1284.45520135333,256507401.68649325,-1277808.7617308586,255230877.37996376
1223295.7351290686,-5081.555261132729,-19295.2216360668,-3.1188623856452277e-07,0.004981413261130042,255243078.7280673,-0.0013752373237423288,1.076482433737064e-07,5.102915026504616e-13,1284.458308511971,256507401.31116155,-1277764.7853168373,255230920.98415324
1223314.4407033296,-5081.581000320415,-19295.221606071045,-3.118675553662827e-07,0.004981198520696939,255243133.40844554,-0.0013764081679757778,1.0771311722284796e-07,5.102533037422336e-13,1284.4614191660132,256507400.9124036,-1277709.7010177514,255230975.67280504
1223333.1462775907,-5081.6067690142,-19295.221533399515,-3.1181784193457e-07,0.004980686396377212,255243263.80522278,-0.001378839753353337,1.0784845328855549e-07,5.101643713266559e-13,1284.4645333859517,256507399.94632187,-1277578.33299919,255231106.07785606
1223351.851851852,-5081.6325677216155,-19295.221503519053,-3.117991812322994e-07,0.00498047186443072,255243318.43365407,-0.0013800102111581028,1.07913300025946e-07,5.101262124202625e-13,1284.4676512331228,256507399.5490966,-1277523.302186487,255231160.71456137
1223370.557426113,-5081.658396959634,-19295.221472646,-3.1177702372481277e-07,0.004980223817415247,255243381.64579138,-0.001381247877942855,1.0798190066091364e-07,5.100823378549259e-13,1284.470772770004,256507399.13867602,-1277459.6744759113,255231223.93497288
1223389.2630003742,-5081.684257284393,-19295.221398215133,-3.117208285740539e-07,0.004979649530327768,255243527.964458,-0.001383804044195351,1.0812418931826255e-07,5.099828155779822e-13,1284.4738980638062,256507398.149206,-1277312.361190133,255231370.26191393
1223407.9685746352,-5081.710149262193,-19295.221367462666,-3.116986936777597e-07,0.004979401688446126,255243591.12557864,-0.0013850413142122693,1.0819276194403977e-07,5.099389816228446e-13,1284.4770271829684,256507397.74038845,-1277248.7861063804,255231433.43130925
1223426.6741488965,-5081.736073547724,-19295.221334943635,-3.1167045458407733e-07,0.004979095333862583,255243669.27222237,-0.001386385021393458,1.08267280610627e-07,5.098851698842951e-13,1284.480160206612,256507397.30808654,-1277170.2020188821,255231511.58622786
1223445.3797231575,-5081.762031182865,-19295.22125732093,-3.116029354812677e-07,0.004978412442599469,255243843.40635183,-0.0013891386125052742,1.0842059212654511e-07,5.097671431645688e-13,1284.4832972606505,256507396.27618483,-1276995.0308496729,255231685.72863242
1223464.0852974185,-5081.788023314666,-19295.22122493089,-3.11574719221734e-07,0.004978106285427636,255243921.50407133,-0.001390481906542825,1.084950813680922e-07,5.097133731368174e-13,1284.4864384837088,256507395.8455977,-1276916.4974089693,255231763.83462724
1223482.7908716796,-5081.814051012268,-19295.221190871798,-3.115396752893084e-07,0.004977734668359428,255244016.37060425,-0.001391937050045267,1.085758186945036e-07,5.096484434228595e-13,1284.4895840049949,256507395.3928225,-1276821.1729708123,255231858.7094357
1223501.496445941,-5081.8401150007,-19295.221110244478,-3.1145948873961774e-07,0.004976930243515836,255244221.63914937,-0.0013948981069292906,1.087407129322077e-07,5.095097183867394e-13,1284.4927339121314,256507394.320978,-1276614.8274553325,255232063.98625657
1223520.202020202,-5081.866215910842,-19295.221076323207,-3.114244679064968e-07,0.004976558812269791,255244316.45984808,-0.0013963528201216683,1.088214193436584e-07,5.094448316407436e-13,1284.4958882813614,256507393.87003496,-1276519.5506919804,255232158.81523126
