,F,snowSpeed,Q_cmb,Qs,Qs_slurry,Qs_oc,Ql,Qg,Qg_oc,Qg_slurry,cooling_rate_out,cmb_temp,a_core,state
0,3.059572908295953,1.0502941632032788e-11,12615303296851.785,,,4230842971345.167,4375740445603.781,,3384460325506.6167,,-2.831524661784462e-15,4106.116926040199,50.720000000000006,1
